p,grid_shape,Run,Burnt,Max cluster size
0.24,"(100, 100)",1907,0,6
0.24,"(100, 100)",1908,0,8
0.24,"(100, 100)",1909,0,8
0.24,"(100, 100)",1910,0,6
0.24,"(100, 100)",1911,0,14
0.24,"(100, 100)",1912,0,13
0.24,"(100, 100)",1913,0,10
0.24,"(100, 100)",1914,0,5
0.24,"(100, 100)",1915,0,11
0.24,"(100, 100)",1916,0,5
0.24,"(100, 100)",1917,0,10
0.24,"(100, 100)",1918,0,9
0.24,"(100, 100)",1919,0,7
0.24,"(100, 100)",1920,0,7
0.24,"(100, 100)",1921,0,10
0.24,"(100, 100)",1922,0,6
0.24,"(100, 100)",1923,0,6
0.24,"(100, 100)",1924,0,3
0.24,"(100, 100)",1925,0,13
0.24,"(100, 100)",1926,0,6
0.24,"(100, 100)",1927,0,6
0.24,"(100, 100)",1928,0,6
0.24,"(100, 100)",1929,0,11
0.24,"(100, 100)",1930,0,4
0.24,"(100, 100)",1931,0,4
0.24,"(100, 100)",1932,0,4
0.24,"(100, 100)",1933,0,8
0.24,"(100, 100)",1934,0,5
0.24,"(100, 100)",1935,0,12
0.24,"(100, 100)",1936,0,8
0.24,"(100, 100)",1937,0,6
0.24,"(100, 100)",1938,0,6
0.24,"(100, 100)",1939,0,6
0.24,"(100, 100)",1940,0,8
0.24,"(100, 100)",1941,0,11
0.24,"(100, 100)",1942,0,9
0.24,"(100, 100)",1943,0,4
0.24,"(100, 100)",1944,0,8
0.24,"(100, 100)",1945,0,11
0.24,"(100, 100)",1946,0,7
0.24,"(100, 100)",1947,0,8
0.24,"(100, 100)",1948,0,19
0.24,"(100, 100)",1949,0,9
0.26,"(20, 20)",1950,0,12
0.26,"(20, 20)",1951,0,4
0.26,"(20, 20)",1952,0,6
0.26,"(20, 20)",1953,0,8
0.26,"(20, 20)",1954,0,4
0.26,"(20, 20)",1955,0,2
0.26,"(20, 20)",1956,0,9
0.26,"(20, 20)",1957,0,6
0.26,"(20, 20)",1958,0,1
0.26,"(20, 20)",1959,0,5
0.26,"(20, 20)",1960,0,4
0.26,"(20, 20)",1961,0,6
0.26,"(20, 20)",1962,0,1
0.26,"(20, 20)",1963,0,9
0.26,"(20, 20)",1964,0,4
0.26,"(20, 20)",1965,0,5
0.26,"(20, 20)",1966,0,3
0.26,"(20, 20)",1967,0,2
0.26,"(20, 20)",1968,0,3
0.26,"(20, 20)",1969,0,7
0.26,"(20, 20)",1970,0,8
0.26,"(20, 20)",1971,0,12
0.26,"(20, 20)",1972,0,6
0.26,"(20, 20)",1973,0,4
0.26,"(20, 20)",1974,0,5
0.26,"(20, 20)",1975,0,3
0.26,"(20, 20)",1976,0,4
0.26,"(20, 20)",1977,0,8
0.26,"(20, 20)",1978,0,7
0.26,"(20, 20)",1979,0,8
0.26,"(20, 20)",1980,0,4
0.26,"(20, 20)",1981,0,11
0.26,"(20, 20)",1982,0,3
0.26,"(20, 20)",1983,0,2
0.26,"(20, 20)",1984,0,3
0.26,"(20, 20)",1985,0,11
0.26,"(20, 20)",1986,0,8
0.26,"(20, 20)",1987,0,6
0.26,"(20, 20)",1988,0,1
0.26,"(20, 20)",1989,0,5
0.26,"(20, 20)",1990,0,13
0.26,"(20, 20)",1991,0,4
0.26,"(20, 20)",1992,0,4
0.26,"(20, 20)",1993,0,4
0.26,"(20, 20)",1994,0,2
0.26,"(20, 20)",1995,0,12
0.26,"(20, 20)",1996,0,5
0.26,"(20, 20)",1997,0,7
0.26,"(20, 20)",1998,0,1
0.26,"(20, 20)",1999,0,5
0.26,"(50, 50)",2000,0,5
0.26,"(50, 50)",2001,0,10
0.26,"(50, 50)",2002,0,4
0.26,"(50, 50)",2003,0,7
0.26,"(50, 50)",2004,0,9
0.26,"(50, 50)",2005,0,9
0.26,"(50, 50)",2006,0,5
0.26,"(50, 50)",2007,0,3
0.26,"(50, 50)",2008,0,5
0.26,"(50, 50)",2009,0,14
0.26,"(50, 50)",2010,0,16
0.26,"(50, 50)",2011,0,7
0.26,"(50, 50)",2012,0,8
0.26,"(50, 50)",2013,0,2
0.26,"(50, 50)",2014,0,10
0.26,"(50, 50)",2015,0,4
0.26,"(50, 50)",2016,0,13
0.26,"(50, 50)",2017,0,4
0.26,"(50, 50)",2018,0,7
0.26,"(50, 50)",2019,0,9
0.26,"(50, 50)",2020,0,4
0.26,"(50, 50)",2021,0,9
0.26,"(50, 50)",2022,0,11
0.26,"(50, 50)",2023,0,3
0.26,"(50, 50)",2024,0,5
0.26,"(50, 50)",2025,0,20
0.26,"(50, 50)",2026,0,4
0.26,"(50, 50)",2027,0,3
0.26,"(50, 50)",2028,0,13
0.26,"(50, 50)",2029,0,4
0.26,"(50, 50)",2030,0,9
0.26,"(50, 50)",2031,0,8
0.26,"(50, 50)",2032,0,9
0.26,"(50, 50)",2033,0,4
0.26,"(50, 50)",2034,0,7
0.26,"(50, 50)",2035,0,5
0.26,"(50, 50)",2036,0,6
0.26,"(50, 50)",2037,0,4
0.26,"(50, 50)",2038,0,5
0.26,"(50, 50)",2039,0,14
0.26,"(50, 50)",2040,0,7
0.26,"(50, 50)",2041,0,7
0.26,"(50, 50)",2042,0,6
0.26,"(50, 50)",2043,0,8
0.26,"(50, 50)",2044,0,11
0.26,"(50, 50)",2045,0,7
0.26,"(50, 50)",2046,0,26
0.26,"(50, 50)",2047,0,9
0.26,"(50, 50)",2048,0,3
0.26,"(50, 50)",2049,0,6
0.26,"(100, 100)",2050,0,4
0.26,"(100, 100)",2051,0,4
0.26,"(100, 100)",2052,0,10
0.26,"(100, 100)",2053,0,11
0.26,"(100, 100)",2054,0,9
0.26,"(100, 100)",2055,0,11
0.26,"(100, 100)",2056,0,12
0.26,"(100, 100)",2057,0,6
0.26,"(100, 100)",2058,0,8
0.26,"(100, 100)",2059,0,7
0.26,"(100, 100)",2060,0,10
0.26,"(100, 100)",2061,0,19
0.26,"(100, 100)",2062,0,11
0.26,"(100, 100)",2063,0,8
0.26,"(100, 100)",2064,0,11
0.26,"(100, 100)",2065,0,6
0.26,"(100, 100)",2066,0,9
0.26,"(100, 100)",2067,0,4
0.26,"(100, 100)",2068,0,9
0.26,"(100, 100)",2069,0,7
0.26,"(100, 100)",2070,0,6
0.26,"(100, 100)",2071,0,9
0.26,"(100, 100)",2072,0,14
0.26,"(100, 100)",2073,0,8
0.26,"(100, 100)",2074,0,7
0.26,"(100, 100)",2075,0,7
0.26,"(100, 100)",2076,0,13
0.26,"(100, 100)",2077,0,6
0.26,"(100, 100)",2078,0,9
0.26,"(100, 100)",2079,0,9
0.26,"(100, 100)",2080,0,10
0.26,"(100, 100)",2081,0,11
0.26,"(100, 100)",2082,0,11
0.26,"(100, 100)",2083,0,11
0.26,"(100, 100)",2084,0,7
0.26,"(100, 100)",2085,0,13
0.26,"(100, 100)",2086,0,10
0.26,"(100, 100)",2087,0,7
0.26,"(100, 100)",2088,0,9
0.26,"(100, 100)",2089,0,10
0.26,"(100, 100)",2090,0,6
0.26,"(100, 100)",2091,0,8
0.26,"(100, 100)",2092,0,8
0.26,"(100, 100)",2093,0,9
0.26,"(100, 100)",2094,0,10
0.26,"(100, 100)",2095,0,10
0.26,"(100, 100)",2096,0,4
0.26,"(100, 100)",2097,0,6
0.26,"(100, 100)",2098,0,10
0.26,"(100, 100)",2099,0,7
0.28,"(20, 20)",2100,0,10
0.28,"(20, 20)",2101,0,5
0.28,"(20, 20)",2102,0,8
0.28,"(20, 20)",2103,0,21
0.28,"(20, 20)",2104,0,10
0.28,"(20, 20)",2105,0,1
0.28,"(20, 20)",2106,0,8
0.28,"(20, 20)",2107,0,6
0.28,"(20, 20)",2108,0,2
0.28,"(20, 20)",2109,0,6
0.28,"(20, 20)",2110,0,5
0.28,"(20, 20)",2111,0,3
0.28,"(20, 20)",2112,0,2
0.28,"(20, 20)",2113,0,9
0.28,"(20, 20)",2114,0,5
0.28,"(20, 20)",2115,0,1
0.28,"(20, 20)",2116,0,4
0.28,"(20, 20)",2117,0,9
0.28,"(20, 20)",2118,0,2
0.28,"(20, 20)",2119,0,1
0.28,"(20, 20)",2120,0,4
0.28,"(20, 20)",2121,0,5
0.28,"(20, 20)",2122,0,6
0.28,"(20, 20)",2123,0,4
0.28,"(20, 20)",2124,0,6
0.28,"(20, 20)",2125,0,8
0.28,"(20, 20)",2126,0,4
0.28,"(20, 20)",2127,0,4
0.28,"(20, 20)",2128,0,6
0.28,"(20, 20)",2129,0,4
0.28,"(20, 20)",2130,0,3
0.28,"(20, 20)",2131,0,8
0.28,"(20, 20)",2132,0,9
0.28,"(20, 20)",2133,0,5
0.28,"(20, 20)",2134,0,7
0.28,"(20, 20)",2135,0,2
0.28,"(20, 20)",2136,0,4
0.28,"(20, 20)",2137,0,1
0.28,"(20, 20)",2138,0,4
0.28,"(20, 20)",2139,0,8
0.28,"(20, 20)",2140,0,6
0.28,"(20, 20)",2141,0,4
0.28,"(20, 20)",2142,0,14
0.28,"(20, 20)",2143,0,10
0.28,"(20, 20)",2144,0,11
0.28,"(20, 20)",2145,0,4
0.28,"(20, 20)",2146,0,9
0.28,"(20, 20)",2147,0,15
0.28,"(20, 20)",2148,0,7
0.28,"(20, 20)",2149,0,6
0.28,"(50, 50)",2150,0,5
0.28,"(50, 50)",2151,0,8
0.28,"(50, 50)",2152,0,8
0.28,"(50, 50)",2153,0,7
0.28,"(50, 50)",2154,0,13
0.28,"(50, 50)",2155,0,6
0.28,"(50, 50)",2156,0,8
0.28,"(50, 50)",2157,0,5
0.28,"(50, 50)",2158,0,9
0.28,"(50, 50)",2159,0,10
0.28,"(50, 50)",2160,0,10
0.28,"(50, 50)",2161,0,9
0.28,"(50, 50)",2162,0,7
0.28,"(50, 50)",2163,0,5
0.28,"(50, 50)",2164,0,10
0.28,"(50, 50)",2165,0,7
0.28,"(50, 50)",2166,0,6
0.28,"(50, 50)",2167,0,5
0.28,"(50, 50)",2168,0,4
0.28,"(50, 50)",2169,0,8
0.28,"(50, 50)",2170,0,13
0.28,"(50, 50)",2171,0,14
0.28,"(50, 50)",2172,0,6
0.28,"(50, 50)",2173,0,5
0.28,"(50, 50)",2174,0,6
0.28,"(50, 50)",2175,0,15
0.28,"(50, 50)",2176,0,5
0.28,"(50, 50)",2177,0,4
0.28,"(50, 50)",2178,0,10
0.28,"(50, 50)",2179,0,8
0.28,"(50, 50)",2180,0,2
0.28,"(50, 50)",2181,0,11
0.28,"(50, 50)",2182,0,11
0.28,"(50, 50)",2183,0,7
0.28,"(50, 50)",2184,0,10
0.28,"(50, 50)",2185,0,12
0.28,"(50, 50)",2186,0,6
0.28,"(50, 50)",2187,0,4
0.28,"(50, 50)",2188,0,10
0.28,"(50, 50)",2189,0,13
0.28,"(50, 50)",2190,0,5
0.28,"(50, 50)",2191,0,5
0.28,"(50, 50)",2192,0,12
0.28,"(50, 50)",2193,0,4
0.28,"(50, 50)",2194,0,13
0.28,"(50, 50)",2195,0,9
0.28,"(50, 50)",2196,0,3
0.28,"(50, 50)",2197,0,7
0.28,"(50, 50)",2198,0,6
0.28,"(50, 50)",2199,0,11
0.28,"(100, 100)",2200,0,14
0.28,"(100, 100)",2201,0,5
0.28,"(100, 100)",2202,0,11
0.28,"(100, 100)",2203,0,15
0.28,"(100, 100)",2204,0,10
0.28,"(100, 100)",2205,0,7
0.28,"(100, 100)",2206,0,11
0.28,"(100, 100)",2207,0,11
0.28,"(100, 100)",2208,0,20
0.28,"(100, 100)",2209,0,7
0.28,"(100, 100)",2210,0,11
0.28,"(100, 100)",2211,0,12
0.28,"(100, 100)",2212,0,5
0.28,"(100, 100)",2213,0,6
0.28,"(100, 100)",2214,0,14
0.28,"(100, 100)",2215,0,6
0.28,"(100, 100)",2216,0,15
0.28,"(100, 100)",2217,0,14
0.28,"(100, 100)",2218,0,8
0.28,"(100, 100)",2219,0,16
0.28,"(100, 100)",2220,0,13
0.28,"(100, 100)",2221,0,12
0.28,"(100, 100)",2222,0,10
0.28,"(100, 100)",2223,0,10
0.28,"(100, 100)",2224,0,6
0.28,"(100, 100)",2225,0,17
0.28,"(100, 100)",2226,0,21
0.28,"(100, 100)",2227,0,11
0.28,"(100, 100)",2228,0,18
0.28,"(100, 100)",2229,0,11
0.28,"(100, 100)",2230,0,18
0.28,"(100, 100)",2231,0,8
0.28,"(100, 100)",2232,0,13
0.28,"(100, 100)",2233,0,16
0.28,"(100, 100)",2234,0,14
0.28,"(100, 100)",2235,0,12
0.28,"(100, 100)",2236,0,15
0.28,"(100, 100)",2237,0,11
0.28,"(100, 100)",2238,0,8
0.28,"(100, 100)",2239,0,25
0.28,"(100, 100)",2240,0,15
0.28,"(100, 100)",2241,0,13
0.28,"(100, 100)",2242,0,12
0.28,"(100, 100)",2243,0,11
0.28,"(100, 100)",2244,0,9
0.28,"(100, 100)",2245,0,8
0.28,"(100, 100)",2246,0,9
0.28,"(100, 100)",2247,0,20
0.28,"(100, 100)",2248,0,15
0.28,"(100, 100)",2249,0,10
0.3,"(20, 20)",2250,0,7
0.3,"(20, 20)",2251,0,7
0.3,"(20, 20)",2252,0,2
0.3,"(20, 20)",2253,0,6
0.3,"(20, 20)",2254,0,6
0.3,"(20, 20)",2255,0,3
0.3,"(20, 20)",2256,0,9
0.3,"(20, 20)",2257,0,12
0.3,"(20, 20)",2258,0,7
0.3,"(20, 20)",2259,0,7
0.3,"(20, 20)",2260,0,15
0.3,"(20, 20)",2261,0,4
0.3,"(20, 20)",2262,0,7
0.3,"(20, 20)",2263,0,3
0.3,"(20, 20)",2264,0,3
0.3,"(20, 20)",2265,0,11
0.3,"(20, 20)",2266,0,4
0.3,"(20, 20)",2267,0,5
0.3,"(20, 20)",2268,0,4
0.3,"(20, 20)",2269,0,16
0.3,"(20, 20)",2270,0,14
0.3,"(20, 20)",2271,0,7
0.3,"(20, 20)",2272,0,12
0.3,"(20, 20)",2273,0,4
0.3,"(20, 20)",2274,0,14
0.3,"(20, 20)",2275,0,7
0.3,"(20, 20)",2276,0,3
0.3,"(20, 20)",2277,0,2
0.3,"(20, 20)",2278,0,5
0.3,"(20, 20)",2279,0,5
0.3,"(20, 20)",2280,0,7
0.3,"(20, 20)",2281,0,7
0.3,"(20, 20)",2282,0,13
0.3,"(20, 20)",2283,0,5
0.3,"(20, 20)",2284,0,4
0.3,"(20, 20)",2285,0,15
0.3,"(20, 20)",2286,0,11
0.3,"(20, 20)",2287,0,5
0.3,"(20, 20)",2288,0,9
0.3,"(20, 20)",2289,0,7
0.3,"(20, 20)",2290,0,2
0.3,"(20, 20)",2291,0,2
0.3,"(20, 20)",2292,0,8
0.3,"(20, 20)",2293,0,13
0.3,"(20, 20)",2294,0,5
0.3,"(20, 20)",2295,0,10
0.3,"(20, 20)",2296,0,4
0.3,"(20, 20)",2297,0,10
0.3,"(20, 20)",2298,0,5
0.3,"(20, 20)",2299,0,6
0.3,"(50, 50)",2300,0,16
0.3,"(50, 50)",2301,0,10
0.3,"(50, 50)",2302,0,5
0.3,"(50, 50)",2303,0,10
0.3,"(50, 50)",2304,0,10
0.3,"(50, 50)",2305,0,9
0.3,"(50, 50)",2306,0,9
0.3,"(50, 50)",2307,0,10
0.3,"(50, 50)",2308,0,14
0.3,"(50, 50)",2309,0,6
0.3,"(50, 50)",2310,0,6
0.3,"(50, 50)",2311,0,4
0.3,"(50, 50)",2312,0,10
0.3,"(50, 50)",2313,0,23
0.3,"(50, 50)",2314,0,12
0.3,"(50, 50)",2315,0,6
0.3,"(50, 50)",2316,0,11
0.3,"(50, 50)",2317,0,7
0.3,"(50, 50)",2318,0,5
0.3,"(50, 50)",2319,0,4
0.3,"(50, 50)",2320,0,20
0.3,"(50, 50)",2321,0,11
0.3,"(50, 50)",2322,0,12
0.3,"(50, 50)",2323,0,7
0.3,"(50, 50)",2324,0,7
0.3,"(50, 50)",2325,0,14
0.3,"(50, 50)",2326,0,11
0.3,"(50, 50)",2327,0,11
0.3,"(50, 50)",2328,0,11
0.3,"(50, 50)",2329,0,9
0.3,"(50, 50)",2330,0,14
0.3,"(50, 50)",2331,0,12
0.3,"(50, 50)",2332,0,21
0.3,"(50, 50)",2333,0,7
0.3,"(50, 50)",2334,0,8
0.3,"(50, 50)",2335,0,7
0.3,"(50, 50)",2336,0,11
0.3,"(50, 50)",2337,0,8
0.3,"(50, 50)",2338,0,14
0.3,"(50, 50)",2339,0,16
0.3,"(50, 50)",2340,0,18
0.3,"(50, 50)",2341,0,9
0.3,"(50, 50)",2342,0,9
0.3,"(50, 50)",2343,0,11
0.3,"(50, 50)",2344,0,11
0.3,"(50, 50)",2345,0,6
0.3,"(50, 50)",2346,0,14
0.3,"(50, 50)",2347,0,11
0.3,"(50, 50)",2348,0,9
0.3,"(50, 50)",2349,0,7
0.3,"(100, 100)",2350,0,15
0.3,"(100, 100)",2351,0,11
0.3,"(100, 100)",2352,0,12
0.3,"(100, 100)",2353,0,25
0.3,"(100, 100)",2354,0,11
0.3,"(100, 100)",2355,0,12
0.3,"(100, 100)",2356,0,20
0.3,"(100, 100)",2357,0,14
0.3,"(100, 100)",2358,0,24
0.3,"(100, 100)",2359,0,34
0.3,"(100, 100)",2360,0,13
0.3,"(100, 100)",2361,0,18
0.3,"(100, 100)",2362,0,21
0.3,"(100, 100)",2363,0,22
0.3,"(100, 100)",2364,0,13
0.3,"(100, 100)",2365,0,17
0.3,"(100, 100)",2366,0,9
0.3,"(100, 100)",2367,0,16
0.3,"(100, 100)",2368,0,15
0.3,"(100, 100)",2369,0,17
0.3,"(100, 100)",2370,0,12
0.3,"(100, 100)",2371,0,18
0.3,"(100, 100)",2372,0,18
0.3,"(100, 100)",2373,0,16
0.3,"(100, 100)",2374,0,16
0.3,"(100, 100)",2375,0,12
0.3,"(100, 100)",2376,0,12
0.3,"(100, 100)",2377,0,22
0.3,"(100, 100)",2378,0,9
0.3,"(100, 100)",2379,0,11
0.3,"(100, 100)",2380,0,9
0.3,"(100, 100)",2381,0,18
0.3,"(100, 100)",2382,0,21
0.3,"(100, 100)",2383,0,15
0.3,"(100, 100)",2384,0,10
0.3,"(100, 100)",2385,0,11
0.3,"(100, 100)",2386,0,10
0.3,"(100, 100)",2387,0,10
0.3,"(100, 100)",2388,0,10
0.3,"(100, 100)",2389,0,24
0.3,"(100, 100)",2390,0,19
0.3,"(100, 100)",2391,0,8
0.3,"(100, 100)",2392,0,9
0.3,"(100, 100)",2393,0,12
0.3,"(100, 100)",2394,0,21
0.3,"(100, 100)",2395,0,14
0.3,"(100, 100)",2396,0,10
0.3,"(100, 100)",2397,0,22
0.3,"(100, 100)",2398,0,11
0.3,"(100, 100)",2399,0,15
0.32,"(20, 20)",2400,0,11
0.32,"(20, 20)",2401,0,6
0.32,"(20, 20)",2402,0,9
0.32,"(20, 20)",2403,0,6
0.32,"(20, 20)",2404,0,15
0.32,"(20, 20)",2405,0,6
0.32,"(20, 20)",2406,0,7
0.32,"(20, 20)",2407,0,7
0.32,"(20, 20)",2408,0,7
0.32,"(20, 20)",2409,0,9
0.32,"(20, 20)",2410,0,12
0.32,"(20, 20)",2411,1,8
0.32,"(20, 20)",2412,0,2
0.32,"(20, 20)",2413,0,9
0.32,"(20, 20)",2414,0,10
0.32,"(20, 20)",2415,0,9
0.32,"(20, 20)",2416,0,6
0.32,"(20, 20)",2417,0,9
0.32,"(20, 20)",2418,0,7
0.32,"(20, 20)",2419,0,10
0.32,"(20, 20)",2420,0,5
0.32,"(20, 20)",2421,0,2
0.32,"(20, 20)",2422,0,9
0.32,"(20, 20)",2423,0,7
0.32,"(20, 20)",2424,0,5
0.32,"(20, 20)",2425,0,4
0.32,"(20, 20)",2426,0,14
0.32,"(20, 20)",2427,0,10
0.32,"(20, 20)",2428,0,9
0.32,"(20, 20)",2429,0,6
0.32,"(20, 20)",2430,0,8
0.32,"(20, 20)",2431,0,6
0.32,"(20, 20)",2432,0,19
0.32,"(20, 20)",2433,1,11
0.32,"(20, 20)",2434,0,19
0.32,"(20, 20)",2435,0,10
0.32,"(20, 20)",2436,0,2
0.32,"(20, 20)",2437,0,8
0.32,"(20, 20)",2438,0,1
0.32,"(20, 20)",2439,0,10
0.32,"(20, 20)",2440,0,5
0.32,"(20, 20)",2441,0,11
0.32,"(20, 20)",2442,0,17
0.32,"(20, 20)",2443,0,2
0.32,"(20, 20)",2444,0,15
0.32,"(20, 20)",2445,0,13
0.32,"(20, 20)",2446,0,8
0.32,"(20, 20)",2447,0,7
0.32,"(20, 20)",2448,0,6
0.32,"(20, 20)",2449,0,9
0.32,"(50, 50)",2450,0,29
0.32,"(50, 50)",2451,0,7
0.32,"(50, 50)",2452,0,46
0.32,"(50, 50)",2453,0,13
0.32,"(50, 50)",2454,0,7
0.32,"(50, 50)",2455,0,14
0.32,"(50, 50)",2456,0,5
0.32,"(50, 50)",2457,0,9
0.32,"(50, 50)",2458,0,23
0.32,"(50, 50)",2459,0,14
0.32,"(50, 50)",2460,0,11
0.32,"(50, 50)",2461,0,8
0.32,"(50, 50)",2462,0,7
0.32,"(50, 50)",2463,0,9
0.32,"(50, 50)",2464,0,14
0.32,"(50, 50)",2465,0,12
0.32,"(50, 50)",2466,0,10
0.32,"(50, 50)",2467,0,9
0.32,"(50, 50)",2468,0,20
0.32,"(50, 50)",2469,0,11
0.32,"(50, 50)",2470,0,10
0.32,"(50, 50)",2471,0,17
0.32,"(50, 50)",2472,0,10
0.32,"(50, 50)",2473,0,7
0.32,"(50, 50)",2474,0,10
0.32,"(50, 50)",2475,0,21
0.32,"(50, 50)",2476,0,13
0.32,"(50, 50)",2477,0,11
0.32,"(50, 50)",2478,0,15
0.32,"(50, 50)",2479,0,15
0.32,"(50, 50)",2480,0,13
0.32,"(50, 50)",2481,0,11
0.32,"(50, 50)",2482,0,9
0.32,"(50, 50)",2483,0,25
0.32,"(50, 50)",2484,0,8
0.32,"(50, 50)",2485,0,15
0.32,"(50, 50)",2486,0,8
0.32,"(50, 50)",2487,0,8
0.32,"(50, 50)",2488,0,11
0.32,"(50, 50)",2489,0,10
0.32,"(50, 50)",2490,0,8
0.32,"(50, 50)",2491,0,15
0.32,"(50, 50)",2492,0,23
0.32,"(50, 50)",2493,0,10
0.32,"(50, 50)",2494,0,6
0.32,"(50, 50)",2495,0,12
0.32,"(50, 50)",2496,0,6
0.32,"(50, 50)",2497,0,21
0.32,"(50, 50)",2498,0,11
0.32,"(50, 50)",2499,0,14
0.32,"(100, 100)",2500,0,15
0.32,"(100, 100)",2501,0,20
0.32,"(100, 100)",2502,0,21
0.32,"(100, 100)",2503,0,27
0.32,"(100, 100)",2504,0,9
0.32,"(100, 100)",2505,0,23
0.32,"(100, 100)",2506,0,12
0.32,"(100, 100)",2507,0,20
0.32,"(100, 100)",2508,0,16
0.32,"(100, 100)",2509,0,17
0.32,"(100, 100)",2510,0,23
0.32,"(100, 100)",2511,0,9
0.32,"(100, 100)",2512,0,13
0.32,"(100, 100)",2513,0,14
0.32,"(100, 100)",2514,0,21
0.32,"(100, 100)",2515,0,12
0.32,"(100, 100)",2516,0,12
0.32,"(100, 100)",2517,0,15
0.32,"(100, 100)",2518,0,30
0.32,"(100, 100)",2519,0,14
0.32,"(100, 100)",2520,0,15
0.32,"(100, 100)",2521,0,21
0.32,"(100, 100)",2522,0,21
0.32,"(100, 100)",2523,0,17
0.32,"(100, 100)",2524,0,18
0.32,"(100, 100)",2525,0,20
0.32,"(100, 100)",2526,0,13
0.32,"(100, 100)",2527,0,8
0.32,"(100, 100)",2528,0,12
0.32,"(100, 100)",2529,0,25
0.32,"(100, 100)",2530,0,18
0.32,"(100, 100)",2531,0,14
0.32,"(100, 100)",2532,0,16
0.32,"(100, 100)",2533,0,9
0.32,"(100, 100)",2534,0,23
0.32,"(100, 100)",2535,0,12
0.32,"(100, 100)",2536,0,10
0.32,"(100, 100)",2537,0,10
0.32,"(100, 100)",2538,0,24
0.32,"(100, 100)",2539,0,22
0.32,"(100, 100)",2540,0,18
0.32,"(100, 100)",2541,0,18
0.32,"(100, 100)",2542,0,15
0.32,"(100, 100)",2543,0,40
0.32,"(100, 100)",2544,0,21
0.32,"(100, 100)",2545,0,8
0.32,"(100, 100)",2546,0,14
0.32,"(100, 100)",2547,0,12
0.32,"(100, 100)",2548,0,9
0.32,"(100, 100)",2549,0,18
0.34,"(20, 20)",2550,1,9
0.34,"(20, 20)",2551,0,2
0.34,"(20, 20)",2552,0,25
0.34,"(20, 20)",2553,0,7
0.34,"(20, 20)",2554,1,18
0.34,"(20, 20)",2555,0,8
0.34,"(20, 20)",2556,0,8
0.34,"(20, 20)",2557,0,7
0.34,"(20, 20)",2558,0,6
0.34,"(20, 20)",2559,0,12
0.34,"(20, 20)",2560,0,8
0.34,"(20, 20)",2561,0,7
0.34,"(20, 20)",2562,0,17
0.34,"(20, 20)",2563,0,19
0.34,"(20, 20)",2564,0,7
0.34,"(20, 20)",2565,0,4
0.34,"(20, 20)",2566,0,10
0.34,"(20, 20)",2567,1,17
0.34,"(20, 20)",2568,0,14
0.34,"(20, 20)",2569,0,18
0.34,"(20, 20)",2570,1,23
0.34,"(20, 20)",2571,0,10
0.34,"(20, 20)",2572,0,13
0.34,"(20, 20)",2573,0,10
0.34,"(20, 20)",2574,0,8
0.34,"(20, 20)",2575,0,13
0.34,"(20, 20)",2576,0,4
0.34,"(20, 20)",2577,0,5
0.34,"(20, 20)",2578,0,9
0.34,"(20, 20)",2579,0,6
0.34,"(20, 20)",2580,0,7
0.34,"(20, 20)",2581,0,17
0.34,"(20, 20)",2582,0,8
0.34,"(20, 20)",2583,0,12
0.34,"(20, 20)",2584,0,12
0.34,"(20, 20)",2585,0,11
0.34,"(20, 20)",2586,0,13
0.34,"(20, 20)",2587,0,2
0.34,"(20, 20)",2588,0,4
0.34,"(20, 20)",2589,0,14
0.34,"(20, 20)",2590,0,10
0.34,"(20, 20)",2591,0,5
0.34,"(20, 20)",2592,0,6
0.34,"(20, 20)",2593,0,3
0.34,"(20, 20)",2594,0,11
0.34,"(20, 20)",2595,0,9
0.34,"(20, 20)",2596,0,8
0.34,"(20, 20)",2597,0,13
0.34,"(20, 20)",2598,0,36
0.34,"(20, 20)",2599,0,9
0.34,"(50, 50)",2600,0,17
0.34,"(50, 50)",2601,0,13
0.34,"(50, 50)",2602,0,18
0.34,"(50, 50)",2603,0,24
0.34,"(50, 50)",2604,0,40
0.34,"(50, 50)",2605,0,12
0.34,"(50, 50)",2606,0,18
0.34,"(50, 50)",2607,0,12
0.34,"(50, 50)",2608,0,17
0.34,"(50, 50)",2609,0,9
0.34,"(50, 50)",2610,0,9
0.34,"(50, 50)",2611,0,12
0.34,"(50, 50)",2612,0,14
0.34,"(50, 50)",2613,0,5
0.34,"(50, 50)",2614,0,16
0.34,"(50, 50)",2615,0,20
0.34,"(50, 50)",2616,0,16
0.34,"(50, 50)",2617,0,11
0.34,"(50, 50)",2618,0,28
0.34,"(50, 50)",2619,0,12
0.34,"(50, 50)",2620,0,14
0.34,"(50, 50)",2621,0,12
0.34,"(50, 50)",2622,0,7
0.34,"(50, 50)",2623,0,7
0.34,"(50, 50)",2624,0,41
0.34,"(50, 50)",2625,0,24
0.34,"(50, 50)",2626,0,21
0.34,"(50, 50)",2627,0,25
0.34,"(50, 50)",2628,0,22
0.34,"(50, 50)",2629,0,18
0.34,"(50, 50)",2630,0,15
0.34,"(50, 50)",2631,0,15
0.34,"(50, 50)",2632,0,13
0.34,"(50, 50)",2633,0,16
0.34,"(50, 50)",2634,0,21
0.34,"(50, 50)",2635,0,34
0.34,"(50, 50)",2636,0,9
0.34,"(50, 50)",2637,0,18
0.34,"(50, 50)",2638,0,8
0.34,"(50, 50)",2639,0,13
0.34,"(50, 50)",2640,0,17
0.34,"(50, 50)",2641,0,13
